id,lon,lat,name,osm_id,voltage
1,-102.455760622,33.4463816941,None,183255040,None
2,-102.558786252,33.4592531852,None,183383430,None
3,-120.2183078,46.9724507549,Poison Spring Substation,169787394,None
4,-120.21989979,47.0267227794,Wild Horse Substation,61689959,None
5,-120.297632698,46.9569548151,Wind Ridge Substation,61692211,None
6,-120.160583189,46.953257712,None,257053872,None
7,-75.7309257546,39.6334106692,None,71516164,500000;230000
8,-75.6936077382,39.6931158909,None,71583187,None
9,-75.8165506938,38.8923951604,None,68073269,None
10,-102.454786616,33.4462480754,None,183255047,None
11,-102.45408006,33.5204987549,None,183255055,None
12,-102.767649774,33.1249041411,None,183255044,None
13,-82.1811194035,28.25867166,North Zephyhills Substation,166672301,230000;69000
14,-82.0268019872,28.2267227643,Kathleen Substation,85103397,500000
15,-90.0655904478,32.5700597133,None,107036682,None
16,-90.0541267422,32.5856965084,None,186949692,None
17,-90.2146075013,32.3816862984,Lakeover Substation,139788302,500000;230000;115000
18,-90.2195706181,32.3786986494,None,165359715,None
19,-90.216530742,32.3603638169,Rex Brown 230kV Substation,138615952,230000
20,-90.1158010182,32.4073738595,None,186933836,230000
21,-90.0550083849,32.3498064905,None,186933828,230000
22,-90.0981661498,32.4118782279,None,186933833,230000
23,-90.1891407295,32.4539406985,None,186935043,None
24,-77.0365375545,39.1856706956,Brighton Substation,53780495,None
25,-77.2928119543,39.1365089167,Quince Orchard Substation,53342426,None
26,-76.9057152056,39.0901042734,Burtonsville Substation,53812423,None
27,-84.3776761875,30.4681412758,None,172236816,None
28,-84.3981418334,30.453104412,None,172236804,None
29,-84.3460477375,30.4766696935,None,172236819,None
30,-84.4889302532,30.8396297742,None,165831924,None
31,-122.369958858,47.2568131401,Tacoma Substation,35127317,None
32,-122.370448924,47.1826323992,Cowlitz Substation,51600069,None
33,-122.121614449,47.3474962298,Covington Substation,35126436,None
34,-78.8126631794,36.0638401208,None,66789398,None
35,-79.0177804839,36.0457803395,None,66762814,None
36,-78.8170665097,35.9268489689,None,32334805,None
37,-78.7497804973,35.950598564,Durham Substation,32249676,None
38,-82.6362786776,34.0018323246,None,171540506,None
39,-82.5979910669,34.0241846153,None,171540474,None
40,-83.3847647511,33.8605463144,None,171540512,None
41,-83.3166834932,33.8867176151,None,171540526,None
42,-83.1095013467,33.9145839433,None,171540513,None
43,-83.6793163937,33.6741252683,None,171531630,None
44,-83.316916737,32.8825301926,None,170991651,None
45,-83.2979980769,33.1957496104,None,170296008,None
46,-83.5998012502,32.5652855362,Bonaire Substation,160308063,None
47,-83.6262854418,32.8204128974,None,170991653,None
48,-83.5125312029,32.7884608313,None,170991656,None
49,-83.3981001116,34.0534264334,None,171540518,None
50,-83.3977267779,34.0407720204,Plant Dahlberg,256579730,None
51,-83.4005789667,34.4205181006,None,52460256,None
52,-83.2408726887,34.1628702592,None,171571429,None
53,-83.6357061805,34.1650578548,None,171583088,None
54,-83.6646936855,34.1824066608,None,171583087,None
55,-83.5255414927,34.0429356896,None,171583091,None
56,-83.3929822968,33.9711738854,None,171540519,None
57,-83.3461379233,33.9764635221,None,171540528,None
58,-83.3160109715,33.1290734048,None,170991661,None
59,-90.0837060167,32.5113616763,Yandell Road Substation,186949673,None
60,-90.0793695782,32.4677885855,None,186935880,None
61,-89.9995320219,32.6176617289,None,186949693,None
62,-90.1373596655,32.5154350043,Bozeman Road Substation,186949672,None
63,-80.3432589825,25.7683080379,Flagami Substation,48799790,230000;138000
64,-80.3265232239,25.8058163396,Milam Substation,368386475,230000;24000
65,-80.3284603736,25.8970395976,None,376950004,230000
66,-80.706505653,28.0436235798,Malabar Substation,98882909,230000;138000
67,-80.794902616,28.3689734167,Brevard Substation,230720738,230000;138000
68,-101.957950623,33.5857497457,None,183461214,None
69,-101.96646196,33.5917045344,None,183461177,None
70,-75.8172971487,41.2812883699,None,117588022,None
71,-76.1155020575,41.0890034093,None,117384815,None
72,-75.7996808912,41.3765541228,None,117388499,None
73,-82.915585945,34.9543364586,Jocassee Tie Substation,121516041,500000
74,-82.9100487935,34.9580053409,Jocassee Switching Station,30734833,230000
75,-89.9775747985,29.9226961264,None,262766648,None
76,-89.9809618266,29.9227893265,None,33839408,230000
77,-89.9363032435,32.9319392261,None,186949697,None
78,-89.6816028297,33.014560438,McAdams Substation,98939040,None
79,-121.145817672,36.2651878086,None,182108228,None
80,-120.581687494,36.6534262962,Panoche Substation,93288988,None
81,-75.1369370481,39.8590119108,Deptford Substation,95305798,None
82,-75.3880328946,39.8293518072,None,71071448,None
83,-75.1371946825,39.8696954787,Eagle Point Substation,95635618,None
84,-75.0981794084,39.8892444938,Gloucester Substation,95635620,None
85,-82.558495772,28.3666715783,None,379183176,230000
86,-82.5679972088,28.3656302719,Hudson Substation,149838938,230000;115000
87,-81.5185688387,30.1585535354,None,136134730,None
88,-81.5214873324,30.1924624577,None,93155379,None
89,-81.5374022538,30.2663325014,Forest Substation,133792426,230000
90,-81.4868212991,30.2968289895,Center Park Substation,85691274,230000;138000
91,-81.5270564111,30.3017542329,Robinwood Substation,93153974,230000;138000;69000
92,-81.5292140949,30.1466660247,Greenland Substation,93153977,230000;138000
93,-81.5170822004,30.1600219619,None,166846883,None
94,-82.1554961007,34.9527585355,Tiger Tie Substation,121520203,None
95,-81.7495952278,34.8958078152,Pacolet Tie Substation,120927150,None
96,-81.8964111256,35.00640254,Peach Valley Tie Substation,121522792,None
97,-82.4376013672,34.8902690599,North Greenville Tie Substation,58666669,230000
98,-82.5153159101,34.9834730509,Shiloh Switching Station,121516573,230000
99,-80.2065753423,25.8596314739,Miami Shores Substation,146841676,230000;138000
100,-80.3111508055,25.8310338658,Dade Substation,140224304,230000;138000
101,-90.7211619162,29.9814132983,Vacherie Substation,186723000,230000
102,-90.8936368731,30.0009317947,None,186732579,230000
103,-90.4738090645,29.9857512393,Waterford 230kV Substation,139514782,230000
104,-90.8170302598,29.819423533,Thibodaux Substation,186810918,230000
105,-90.454811981,29.9882387753,None,186723001,None
106,-90.4583458893,29.9884608493,None,165477520,230000
107,-90.7939284836,30.0558255006,None,186706082,230000
108,-90.5932731317,30.0601028302,None,186706069,230000
109,-90.8286142357,30.0587891513,None,186691344,None
110,-80.6184864222,35.450881291,None,162152537,None
111,-80.9676938612,35.6017134975,Marshall Steam Station,421376694,None
112,-81.011112212,35.1901953385,Allen Substation,120676567,None
113,-80.3755492628,35.7096972359,None,159455390,None
114,-105.202872764,39.7341440083,Lookout Substation,64225295,230000
115,-105.071422746,39.4971618228,Waterton Substation,42377520,None
116,-105.158044532,39.6325385842,Soda Lakes Substation,105692127,None
117,-105.203534409,40.0174403294,Valmont Substation,58672411,230000
118,-105.122677923,39.7890661924,Ridge Substation,64341967,230000
119,-105.159088502,39.7388517769,None,66112624,None
120,-82.5310408649,27.5515660372,None,379542202,230000
121,-82.5519226643,27.5572197367,Rubonia Substation,379542204,230000;24000
122,-82.4982725833,27.4906940487,Castle Substation,32741955,230000;24000
123,-122.703945444,47.5318115823,Kitsap Substation,41771102,None
124,-123.12354991,47.2278021975,Shelton Substation,41770978,None
125,-76.7937870904,42.1023036873,Hillside Substation,175833186,None
126,-77.5299395498,42.4395185766,Canandaigua Substation,175833231,None
127,-76.7712850411,42.1083699061,Watercure Substation,175784546,None
128,-76.4310481334,41.7594014062,None,144818449,None
129,-90.4757397507,29.9984959939,None,186723003,230000
130,-74.6992322755,40.7941883491,Chester Substation,95789156,None
131,-74.3782624607,40.8194166262,East Hanover Substation,94808794,None
132,-74.9206090415,40.6816004473,Glen Gardner Substation,95795282,None
133,-114.141403556,34.2909680796,None,77275243,None
134,-114.142135504,34.2937982492,None,77275227,None
135,-112.592471463,33.4367943072,Buckeye Substation,105031252,None
136,-114.211387421,34.4171194589,None,75776205,None
137,-112.500284849,33.4122281237,Liberty Substation,105031194,None
138,-112.424164213,33.69407785,None,173301870,None
139,-112.625371623,33.6733031195,None,301426840,None
140,-105.044526356,40.5244745511,Harmony Substation,128522941,230000
141,-105.041211092,40.5645583287,Timberline Substation,125670759,230000
142,-105.034614806,40.2343790358,Longs Peak Substation,134153230,230000;115000
143,-120.536564217,37.9446769158,None,182788208,None
144,-120.802414525,37.7417291569,None,79248632,None
145,-82.3888212738,27.0979223813,None,380371058,230000
146,-82.3733880433,27.1356344429,Laurelwood Substation,377712011,230000;138000;13000
147,-82.3512052194,27.0526569228,None,165918674,230000
148,-121.45424714,43.6610960749,La Pine Substation,167542899,None
149,-121.233390058,44.0572231307,None,88982424,None
150,-121.841621001,42.5861950631,None,181544636,None
151,-78.7423183636,41.4499033882,Forest Substation,176081598,None
152,-78.6594403966,41.8809297585,Lewis Run Substation,176081601,None
153,-79.0166448722,41.8345765092,Glade Substation,176081599,None
154,-78.5986977322,41.3650765684,Elko Substation,181047003,None
155,-78.8474282666,35.8479627745,None,167141499,None
156,-78.8474377838,35.846973156,None,167141502,None
157,-78.8116922821,35.9095249118,None,167014165,None
158,-115.344630424,36.1826528138,None,182648957,None
159,-115.282595853,36.086171305,None,182649012,None
160,-115.330005041,36.334470006,Northwest Substation,166551123,None
161,-78.8416434416,35.8194967072,None,167147544,None
162,-78.8057835046,35.7992459724,None,167147549,None
163,-78.89404544,35.8200162272,None,167147545,None
164,-78.8278263711,35.0988950111,Fayetteville East Substation,167411842,None
165,-78.982546682,35.1569959771,None,162810632,None
166,-78.9166563268,35.0210244087,Fayetteville Substation,167930675,None
167,-78.6583930011,35.3370043117,Erwin Substation,161731215,None
168,-78.9743735712,34.5895057901,Weatherspoon Plant Station,159455338,None
169,-118.297911608,34.6860443635,Antelope Substation,88776835,None
170,-118.119285055,34.4862732167,Vincent Substation,30567721,None
171,-118.583056515,34.4392979064,Pardee Substation,91834998,220000
172,-111.748298781,33.33007183,Santan Substation,106086540,None
173,-111.75030187,33.3323142395,None,328304736,None
174,-106.55188757,41.8572311104,Miners Substation,170937026,None
175,-106.190770851,41.6526916325,Foote Creek Substation,170937025,None
176,-106.394593987,41.9600518885,Freezeout Substation,101830555,None
177,-77.7093797928,42.5567542001,Meyer Substation,140540233,None
178,-111.668078358,33.4254067117,Thunderstone Substation,106086544,None
179,-111.525544449,33.0081859469,Coolidge Substation,187993663,None
180,-111.799888918,33.4248659864,Rogers Substation,45083494,None
181,-114.277706307,34.1613648301,None,77275282,None
182,-114.684634627,33.6162076875,None,166649172,None
183,-114.680379933,33.611352618,None,166649166,230000
184,-111.674878517,33.4268072726,Thunderstone Substation,106086552,None
185,-111.509191618,33.4527130755,Goldfield Substation,105903716,None
186,-81.300247397,29.6563492266,Pellicer Substation,142172313,230000;115000;13000
187,-81.2681901512,29.4975533425,Regis Substation,147555348,230000;24000
188,-81.8888321065,27.9326896097,None,381558938,230000
189,-81.9005173311,27.8971910452,Crews Lake Substation,381687268,230000;69000
